frame,keL_a,keR_a,keL_b,keR_b
369,1.286342065e-3,4.002323727e-11,3.983928736e-2,0.000000000e0
370,1.294990068e-3,4.002323727e-11,4.013813126e-2,0.000000000e0
371,1.304055792e-3,4.002323727e-11,4.043865746e-2,0.000000000e0
372,1.311616796e-3,4.002323727e-11,4.074087333e-2,0.000000000e0
373,1.320835449e-3,4.002323727e-11,4.104478439e-2,0.000000000e0
374,1.329724130e-3,4.002323727e-11,4.135039695e-2,0.000000000e0
375,1.339613111e-3,4.002323727e-11,4.165771619e-2,0.000000000e0
376,1.348713656e-3,4.002323727e-11,4.196674930e-2,0.000000000e0
377,1.358343806e-3,4.002323727e-11,4.227750200e-2,0.000000000e0
378,1.368830372e-3,4.002323727e-11,4.258998074e-2,0.000000000e0
379,1.379772762e-3,4.002323727e-11,4.290419075e-2,0.000000000e0
380,1.383394156e-3,4.002323727e-11,4.322013929e-2,0.000000000e0
381,1.397948847e-3,4.002323727e-11,4.353783214e-2,0.000000000e0
382,1.406860727e-3,4.002323727e-11,4.385727554e-2,0.000000000e0
383,1.417566260e-3,4.002323727e-11,4.417847502e-2,0.000000000e0
384,1.427024627e-3,4.002323727e-11,4.450143770e-2,0.000000000e0
385,1.432973949e-3,4.002323727e-11,4.482616959e-2,0.000000000e0
386,1.443968804e-3,4.002323727e-11,4.515267686e-2,0.000000000e0
387,1.455480891e-3,4.002323727e-11,4.548096504e-2,0.000000000e0
388,1.467520284e-3,4.002323727e-11,4.581104136e-2,0.000000000e0
389,1.479164071e-3,4.002323727e-11,4.614291181e-2,0.000000000e0
390,1.490003930e-3,4.002323727e-11,4.647658256e-2,0.000000000e0
391,1.502617264e-3,4.002323727e-11,4.681205926e-2,0.000000000e0
392,1.514271018e-3,4.002323727e-11,4.714934878e-2,0.000000000e0
393,1.525978307e-3,4.002323727e-11,4.748845743e-2,0.000000000e0
394,1.532258982e-3,4.002323727e-11,4.782939145e-2,0.000000000e0
395,1.543902306e-3,4.002323727e-11,4.817215662e-2,0.000000000e0
396,1.553350801e-3,4.002323727e-11,4.851675993e-2,0.000000000e0
397,1.561311645e-3,4.002323727e-11,4.886321218e-2,0.000000000e0
398,1.568543807e-3,4.002323727e-11,4.921151559e-2,0.000000000e0
399,1.569956470e-3,4.002323727e-11,4.956167629e-2,0.000000000e0
400,1.574590162e-3,4.002323727e-11,4.991370104e-2,0.000000000e0
401,1.577023577e-3,4.002323727e-11,5.026759584e-2,0.000000000e0
402,1.580089831e-3,4.002323727e-11,5.062336635e-2,0.000000000e0
403,1.582046980e-3,4.002323727e-11,5.098101836e-2,0.000000000e0
404,1.583380924e-3,4.002323727e-11,5.134055879e-2,0.000000000e0
405,1.586025059e-3,4.002323727e-11,5.170199421e-2,0.000000000e0
406,1.587956381e-3,4.002323727e-11,5.206533064e-2,0.000000000e0
407,1.589996194e-3,4.002323727e-11,5.243057383e-2,0.000000000e0
408,1.592164519e-3,4.002323727e-11,5.279773061e-2,0.000000000e0
409,1.594406965e-3,4.002323727e-11,5.316680754e-2,0.000000000e0
410,1.596302239e-3,4.002323727e-11,5.353781073e-2,0.000000000e0
411,1.598591809e-3,4.002323727e-11,5.391074608e-2,0.000000000e0
412,1.600723636e-3,4.002323727e-11,5.428562037e-2,0.000000000e0
413,1.602677242e-3,4.002323727e-11,5.466244005e-2,0.000000000e0
414,1.603857336e-3,4.002323727e-11,5.504121120e-2,0.000000000e0
415,1.601089173e-3,4.002323727e-11,5.542193989e-2,0.000000000e0
416,1.603492776e-3,4.002323727e-11,5.580463298e-2,0.000000000e0
417,1.603867002e-3,4.002323727e-11,5.618929698e-2,0.000000000e0
418,1.601928519e-3,4.002323727e-11,5.657593802e-2,0.000000000e0
419,1.598916387e-3,4.002323727e-11,5.696456209e-2,0.000000000e0
420,1.595095216e-3,4.002323727e-11,5.735517620e-2,0.000000000e0
421,1.593892958e-3,4.002323727e-11,5.774778708e-2,0.000000000e0
422,1.589340218e-3,4.002323727e-11,5.814240084e-2,0.000000000e0
423,1.587446592e-3,4.002323727e-11,5.853902348e-2,0.000000000e0
424,1.586249090e-3,4.002323727e-11,5.893766182e-2,0.000000000e0
425,1.584843690e-3,4.002323727e-11,5.933832264e-2,0.000000000e0
426,1.583475326e-3,4.002323727e-11,5.974101221e-2,0.000000000e0
427,1.582312489e-3,4.002323727e-11,6.014573652e-2,0.000000000e0
428,1.580894569e-3,4.002323727e-11,6.055250238e-2,0.000000000e0
429,1.580048307e-3,4.002323727e-11,6.096131645e-2,0.000000000e0
430,1.578786144e-3,4.002323727e-11,6.137218501e-2,0.000000000e0
431,1.578040946e-3,4.002323727e-11,6.178511420e-2,0.000000000e0
432,1.576170549e-3,4.002323727e-11,6.220011088e-2,0.000000000e0
433,1.574975204e-3,4.002323727e-11,6.261718169e-2,0.000000000e0
434,1.573063785e-3,4.002323727e-11,6.303633289e-2,0.000000000e0
435,1.569693234e-3,4.002323727e-11,6.345757061e-2,0.000000000e0
436,1.566151411e-3,4.002323727e-11,6.388090186e-2,0.000000000e0
437,1.562416166e-3,4.002323727e-11,6.430633344e-2,0.000000000e0
438,1.560827678e-3,4.002323727e-11,6.473387158e-2,0.000000000e0
439,1.558536244e-3,4.002323727e-11,6.516352242e-2,0.000000000e0
440,1.554214710e-3,4.002323727e-11,6.559529285e-2,0.000000000e0
441,1.552321311e-3,4.002323727e-11,6.602918968e-2,0.000000000e0
442,1.551255104e-3,4.002323727e-11,6.646521941e-2,0.000000000e0
443,1.550561853e-3,4.002323727e-11,6.690338816e-2,0.000000000e0
444,1.549518891e-3,4.002323727e-11,6.734370282e-2,0.000000000e0
445,1.548383923e-3,4.002323727e-11,6.778617007e-2,0.000000000e0
446,1.546419089e-3,4.002323727e-11,6.823079638e-2,0.000000000e0
447,1.540527884e-3,4.002323727e-11,6.867758809e-2,0.000000000e0
448,1.535537857e-3,4.002323727e-11,6.912655206e-2,0.000000000e0
449,1.532818949e-3,4.002323727e-11,6.957769495e-2,0.000000000e0
450,1.530304048e-3,4.002323727e-11,7.003102311e-2,0.000000000e0
451,1.524753950e-3,4.002323727e-11,7.048654287e-2,0.000000000e0
452,1.520988744e-3,4.002323727e-11,7.094426126e-2,0.000000000e0
453,1.516148062e-3,4.002323727e-11,7.140418510e-2,0.000000000e0
454,1.509315190e-3,4.002323727e-11,7.186632071e-2,0.000000000e0
455,1.502878649e-3,4.002323727e-11,7.233067440e-2,0.000000000e0
456,1.499536555e-3,4.002323727e-11,7.279725309e-2,0.000000000e0
457,1.496222866e-3,4.002323727e-11,7.326606364e-2,0.000000000e0
458,1.490077484e-3,4.002323727e-11,7.373711265e-2,0.000000000e0
459,1.483527341e-3,4.002323727e-11,7.421040639e-2,0.000000000e0
460,1.478319425e-3,4.002323727e-11,7.468595178e-2,0.000000000e0
461,1.468265090e-3,4.002323727e-11,7.516375554e-2,0.000000000e0
462,1.465177031e-3,4.002323727e-11,7.564382424e-2,0.000000000e0
463,1.457478841e-3,4.002323727e-11,7.612616437e-2,0.000000000e0
464,1.450557311e-3,4.002323727e-11,7.661078282e-2,0.000000000e0
465,1.443652915e-3,4.002323727e-11,7.709768628e-2,0.000000000e0
466,1.437820065e-3,4.002323727e-11,7.758688123e-2,0.000000000e0
467,1.430272735e-3,4.002323727e-11,7.807837420e-2,0.000000000e0
468,1.422082754e-3,4.002323727e-11,7.857217228e-2,0.000000000e0
469,1.414837505e-3,4.002323727e-11,7.906828221e-2,0.000000000e0
470,1.407233357e-3,4.002323727e-11,7.956671044e-2,0.000000000e0
471,1.399943774e-3,4.002323727e-11,8.006746344e-2,0.000000000e0
472,1.393500816e-3,4.002323727e-11,8.057054828e-2,0.000000000e0
473,1.384716071e-3,4.002323727e-11,8.107597191e-2,0.000000000e0
474,1.377881812e-3,4.002323727e-11,8.158374087e-2,0.000000000e0
475,1.369738838e-3,4.002323727e-11,8.209386163e-2,0.000000000e0
476,1.362003939e-3,4.002323727e-11,8.260634123e-2,0.000000000e0
477,1.354497302e-3,4.002323727e-11,8.312118649e-2,0.000000000e0
478,1.347155035e-3,4.002323727e-11,8.363840401e-2,0.000000000e0
479,1.339691896e-3,4.002323727e-11,8.415800048e-2,0.000000000e0
480,1.332317861e-3,4.002323727e-11,8.467998295e-2,0.000000000e0
481,1.325052599e-3,4.002323727e-11,8.520435819e-2,0.000000000e0
482,1.317922523e-3,4.002323727e-11,8.573113269e-2,0.000000000e0
483,1.309017521e-3,4.002323727e-11,8.626031315e-2,0.000000000e0
484,1.300001121e-3,4.002323727e-11,8.679190679e-2,0.000000000e0
485,1.291379716e-3,4.002323727e-11,8.732592040e-2,0.000000000e0
486,1.282628380e-3,4.002323727e-11,8.786236044e-2,0.000000000e0
487,1.271359746e-3,4.002323727e-11,8.840123351e-2,0.000000000e0
488,1.263850014e-3,4.002323727e-11,8.894254684e-2,0.000000000e0
489,1.255122236e-3,4.002323727e-11,8.948630739e-2,0.000000000e0
490,1.243148865e-3,4.002323727e-11,9.003252173e-2,0.000000000e0
491,1.234130255e-3,4.002323727e-11,9.058119646e-2,0.000000000e0
492,1.225624322e-3,4.002323727e-11,9.113233875e-2,0.000000000e0
493,1.217457559e-3,4.002323727e-11,9.168595549e-2,0.000000000e0
494,1.209143997e-3,4.002323727e-11,9.224205330e-2,0.000000000e0
495,1.200359665e-3,4.002323727e-11,9.280063901e-2,0.000000000e0
496,1.190581191e-3,4.002323727e-11,9.336171981e-2,0.000000000e0
497,1.181175381e-3,4.002323727e-11,9.392530256e-2,0.000000000e0
498,1.172260043e-3,4.002323727e-11,9.449139378e-2,0.000000000e0
499,1.163046078e-3,4.002323727e-11,9.506000030e-2,0.000000000e0
500,1.154153658e-3,4.002323727e-11,9.563112948e-2,0.000000000e0
501,1.141392189e-3,4.002323727e-11,9.620478817e-2,0.000000000e0
502,1.125555117e-3,4.002323727e-11,9.678098278e-2,0.000000000e0
503,1.115584616e-3,4.002323727e-11,9.735972455e-2,0.000000000e0
504,1.104664032e-3,4.002323727e-11,9.794101367e-2,0.000000000e0
505,1.094721403e-3,4.002323727e-11,9.852486326e-2,0.000000000e0
506,1.083054364e-3,4.002323727e-11,9.911127494e-2,0.000000000e0
507,1.071958589e-3,4.002323727e-11,9.970025975e-2,0.000000000e0
508,1.060720129e-3,4.002323727e-11,1.002918211e-1,0.000000000e0
509,1.049663862e-3,4.002323727e-11,1.008859689e-1,0.000000000e0
510,1.038622576e-3,4.002323727e-11,1.014827067e-1,0.000000000e0
511,1.027727330e-3,4.002323727e-11,1.020820435e-1,0.000000000e0
512,1.017206962e-3,4.002323727e-11,1.026839849e-1,0.000000000e0
513,1.006741723e-3,4.002323727e-11,1.032885390e-1,0.000000000e0
514,9.957117674e-4,4.002323727e-11,1.038957117e-1,0.000000000e0
515,9.845709987e-4,4.002323727e-11,1.045055105e-1,0.000000000e0
516,9.745678773e-4,4.002323727e-11,1.051179426e-1,0.000000000e0
517,9.650347526e-4,4.002323727e-11,1.057330154e-1,0.000000000e0
518,9.556651473e-4,4.002323727e-11,1.063507350e-1,0.000000000e0
519,9.466362081e-4,4.002323727e-11,1.069711085e-1,0.000000000e0
520,9.366409881e-4,4.002323727e-11,1.075941434e-1,0.000000000e0
521,9.270805406e-4,4.002323727e-11,1.082198466e-1,0.000000000e0
522,9.176424786e-4,4.002323727e-11,1.088482248e-1,0.000000000e0
523,9.077660665e-4,4.002323727e-11,1.094792850e-1,0.000000000e0
524,8.981119075e-4,4.002323727e-11,1.101130345e-1,0.000000000e0
525,8.888375583e-4,4.002323727e-11,1.107494805e-1,0.000000000e0
526,8.793904783e-4,4.002323727e-11,1.113886295e-1,0.000000000e0
527,8.695109969e-4,4.002323727e-11,1.120304888e-1,0.000000000e0
528,8.595174890e-4,4.002323727e-11,1.126750658e-1,0.000000000e0
529,8.498054685e-4,4.002323727e-11,1.133223676e-1,0.000000000e0
530,8.404331201e-4,4.002323727e-11,1.139724008e-1,0.000000000e0
531,8.286006788e-4,4.002323727e-11,1.146251724e-1,0.000000000e0
532,8.166682856e-4,4.002323727e-11,1.152806902e-1,0.000000000e0
533,8.063571476e-4,4.002323727e-11,1.159389613e-1,0.000000000e0
534,7.961349413e-4,4.002323727e-11,1.165999922e-1,0.000000000e0
535,7.861411619e-4,4.002323727e-11,1.172637899e-1,0.000000000e0
536,7.763243350e-4,4.002323727e-11,1.179303623e-1,0.000000000e0
537,7.661105330e-4,4.002323727e-11,1.185997166e-1,0.000000000e0
538,7.562364933e-4,4.002323727e-11,1.192718594e-1,0.000000000e0
539,7.468929174e-4,4.002323727e-11,1.199467979e-1,0.000000000e0
540,7.377677613e-4,4.002323727e-11,1.206245398e-1,0.000000000e0
541,7.282686005e-4,4.002323727e-11,1.213050921e-1,0.000000000e0
542,7.153812403e-4,4.002323727e-11,1.219884614e-1,0.000000000e0
543,7.038244347e-4,4.002323727e-11,1.226746551e-1,0.000000000e0
544,6.936091171e-4,4.002323727e-11,1.233636808e-1,0.000000000e0
545,6.835004749e-4,4.002323727e-11,1.240555453e-1,0.000000000e0
546,6.738644660e-4,4.002323727e-11,1.247502553e-1,0.000000000e0
547,6.644653162e-4,4.002323727e-11,1.254478178e-1,0.000000000e0
548,6.547943961e-4,4.002323727e-11,1.261482405e-1,0.000000000e0
549,6.441417443e-4,4.002323727e-11,1.268515303e-1,0.000000000e0
550,6.349456792e-4,4.002323727e-11,1.275576938e-1,0.000000000e0
551,6.258009402e-4,4.002323727e-11,1.282667379e-1,0.000000000e0
552,6.156211936e-4,4.002323727e-11,1.289786704e-1,0.000000000e0
553,6.025988711e-4,4.002323727e-11,1.296934985e-1,0.000000000e0
554,5.939125918e-4,4.002323727e-11,1.304112287e-1,0.000000000e0
555,5.861801264e-4,4.002323727e-11,1.311318683e-1,0.000000000e0
556,5.787089097e-4,4.002323727e-11,1.318554248e-1,0.000000000e0
557,5.713380011e-4,4.002323727e-11,1.325819054e-1,0.000000000e0
558,5.619553445e-4,4.002323727e-11,1.333113168e-1,0.000000000e0
559,5.533996556e-4,4.002323727e-11,1.340436662e-1,0.000000000e0
560,5.438256913e-4,4.002323727e-11,1.347789614e-1,0.000000000e0
561,5.316777019e-4,4.002323727e-11,1.355172096e-1,0.000000000e0
562,5.241938629e-4,4.002323727e-11,1.362584173e-1,0.000000000e0
563,5.161835268e-4,4.002323727e-11,1.370025919e-1,0.000000000e0
564,5.076711426e-4,4.002323727e-11,1.377497415e-1,0.000000000e0
565,4.997659321e-4,4.002323727e-11,1.384998731e-1,0.000000000e0
566,4.910708917e-4,4.002323727e-11,1.392529935e-1,0.000000000e0
567,4.817237294e-4,4.002323727e-11,1.400091099e-1,0.000000000e0
568,4.731366033e-4,4.002323727e-11,1.407682306e-1,0.000000000e0
569,4.652712594e-4,4.002323727e-11,1.415303626e-1,0.000000000e0
570,4.583033232e-4,4.002323727e-11,1.422955130e-1,0.000000000e0
571,4.510968949e-4,4.002323727e-11,1.430636889e-1,0.000000000e0
572,4.446953821e-4,4.002323727e-11,1.438348985e-1,0.000000000e0
573,4.394450730e-4,4.002323727e-11,1.446091490e-1,0.000000000e0
574,4.346772985e-4,4.002323727e-11,1.453864474e-1,0.000000000e0
575,4.308521216e-4,4.002323727e-11,1.461668011e-1,0.000000000e0
576,4.263205716e-4,4.002323727e-11,1.469502183e-1,0.000000000e0
577,4.208953979e-4,4.002323727e-11,1.477367059e-1,0.000000000e0
578,4.168808236e-4,4.002323727e-11,1.485262706e-1,0.000000000e0
579,4.108749759e-4,4.002323727e-11,1.493189190e-1,0.000000000e0
580,4.064113051e-4,4.002323727e-11,1.501146615e-1,0.000000000e0
581,3.962698254e-4,4.002323727e-11,1.509135063e-1,0.000000000e0
582,3.927606766e-4,4.002323727e-11,1.517154608e-1,0.000000000e0
583,3.851563400e-4,4.002323727e-11,1.525205333e-1,0.000000000e0
584,3.803409391e-4,4.002323727e-11,1.533287325e-1,0.000000000e0
585,3.753899382e-4,4.002323727e-11,1.541400658e-1,0.000000000e0
586,3.711521036e-4,4.002323727e-11,1.549545399e-1,0.000000000e0
587,3.655180013e-4,4.002323727e-11,1.557721620e-1,0.000000000e0
588,3.619820214e-4,4.002323727e-11,1.565929396e-1,0.000000000e0
589,3.580873130e-4,4.002323727e-11,1.574168793e-1,0.000000000e0
590,3.549228085e-4,4.002323727e-11,1.582439870e-1,0.000000000e0
591,3.514514652e-4,4.002323727e-11,1.590742694e-1,0.000000000e0
592,3.479456904e-4,4.002323727e-11,1.599077338e-1,0.000000000e0
593,3.440913411e-4,4.002323727e-11,1.607443867e-1,0.000000000e0
594,3.407482669e-4,4.002323727e-11,1.615842342e-1,0.000000000e0
595,3.374375300e-4,4.002323727e-11,1.624272836e-1,0.000000000e0
596,3.341459438e-4,4.002323727e-11,1.632735430e-1,0.000000000e0
597,3.304319910e-4,4.002323727e-11,1.641230197e-1,0.000000000e0
598,3.244542360e-4,4.002323727e-11,1.649757205e-1,0.000000000e0
599,3.187105558e-4,4.002323727e-11,1.658316530e-1,0.000000000e0
600,3.154847074e-4,4.002323727e-11,1.666908260e-1,0.000000000e0
601,3.126896038e-4,4.002323727e-11,1.675532468e-1,0.000000000e0
602,3.078981696e-4,4.002323727e-11,1.684189225e-1,0.000000000e0
603,3.054598787e-4,4.002323727e-11,1.692878607e-1,0.000000000e0
604,3.034414186e-4,4.002323727e-11,1.701600697e-1,0.000000000e0
605,3.007416926e-4,4.002323727e-11,1.710355566e-1,0.000000000e0
606,2.974139262e-4,4.002323727e-11,1.719143281e-1,0.000000000e0
607,2.953873969e-4,4.002323727e-11,1.727963918e-1,0.000000000e0
608,2.932315419e-4,4.002323727e-11,1.736817558e-1,0.000000000e0
609,2.907576081e-4,4.002323727e-11,1.745704272e-1,0.000000000e0
610,2.882516972e-4,4.002323727e-11,1.754624124e-1,0.000000000e0
611,2.867614901e-4,4.002323727e-11,1.763577191e-1,0.000000000e0
612,2.856232126e-4,4.002323727e-11,1.772563557e-1,0.000000000e0
613,2.834931432e-4,4.002323727e-11,1.781583294e-1,0.000000000e0
614,2.813994934e-4,4.002323727e-11,1.790636467e-1,0.000000000e0
615,2.779571198e-4,4.002323727e-11,1.799723154e-1,0.000000000e0
616,2.761277110e-4,4.002323727e-11,1.808843441e-1,0.000000000e0
617,2.742238829e-4,4.002323727e-11,1.817997403e-1,0.000000000e0
618,2.736777741e-4,4.002323727e-11,1.827185109e-1,0.000000000e0
619,2.737387388e-4,4.002323727e-11,1.836406637e-1,0.000000000e0
620,2.735206995e-4,4.002323727e-11,1.845662072e-1,0.000000000e0
621,2.734738971e-4,4.002323727e-11,1.854951490e-1,0.000000000e0
622,2.737726610e-4,4.002323727e-11,1.864274959e-1,0.000000000e0
623,2.730171376e-4,4.002323727e-11,1.873632558e-1,0.000000000e0
624,2.728348512e-4,4.002323727e-11,1.883024372e-1,0.000000000e0
625,2.735304085e-4,4.002323727e-11,1.892450474e-1,0.000000000e0
626,2.734351668e-4,4.002323727e-11,1.901910930e-1,0.000000000e0
627,2.732785803e-4,4.002323727e-11,1.911405820e-1,0.000000000e0
628,2.723651449e-4,4.002323727e-11,1.920935229e-1,0.000000000e0
629,2.722450151e-4,4.002323727e-11,1.930499229e-1,0.000000000e0
630,2.716944070e-4,4.002323727e-11,1.940097888e-1,0.000000000e0
631,2.722388230e-4,4.002323727e-11,1.949731283e-1,0.000000000e0
632,2.727380672e-4,4.002323727e-11,1.959399500e-1,0.000000000e0
633,2.723347735e-4,4.002323727e-11,1.969102613e-1,0.000000000e0
634,2.735003360e-4,4.002323727e-11,1.978840691e-1,0.000000000e0
635,2.738638583e-4,4.002323727e-11,1.988613812e-1,0.000000000e0
636,2.749604217e-4,4.002323727e-11,1.998422063e-1,0.000000000e0
637,2.754481489e-4,4.002323727e-11,2.008265517e-1,0.000000000e0
638,2.766000900e-4,4.002323727e-11,2.018144244e-1,0.000000000e0
639,2.765309071e-4,4.002323727e-11,2.028058323e-1,0.000000000e0
640,2.781206127e-4,4.002323727e-11,2.038007843e-1,0.000000000e0
641,2.791173333e-4,4.002323727e-11,2.047992878e-1,0.000000000e0
642,2.799653456e-4,4.002323727e-11,2.058013494e-1,0.000000000e0
643,2.822151422e-4,4.002323727e-11,2.068069774e-1,0.000000000e0
644,2.843051960e-4,4.002323727e-11,2.078161804e-1,0.000000000e0
645,2.852384136e-4,4.002323727e-11,2.088289659e-1,0.000000000e0
646,2.868963693e-4,4.002323727e-11,2.098453406e-1,0.000000000e0
647,2.888173208e-4,4.002323727e-11,2.108653125e-1,0.000000000e0
648,2.899519182e-4,4.002323727e-11,2.118888904e-1,0.000000000e0
649,2.894490475e-4,4.002323727e-11,2.129160817e-1,0.000000000e0
650,2.902042047e-4,4.002323727e-11,2.139468933e-1,0.000000000e0
651,2.899914565e-4,4.002323727e-11,2.149813331e-1,0.000000000e0
652,2.903278685e-4,4.002323727e-11,2.160194099e-1,0.000000000e0
653,2.921472797e-4,4.002323727e-11,2.170611312e-1,0.000000000e0
654,2.926424869e-4,4.002323727e-11,2.181065037e-1,0.000000000e0
655,2.945029928e-4,4.002323727e-11,2.191555358e-1,0.000000000e0
656,2.956079164e-4,4.002323727e-11,2.202082361e-1,0.000000000e0
657,2.969379064e-4,4.002323727e-11,2.212646121e-1,0.000000000e0
658,2.976124216e-4,4.002323727e-11,2.223246705e-1,0.000000000e0
659,2.990670923e-4,4.002323727e-11,2.233884196e-1,0.000000000e0
660,3.015241558e-4,4.002323727e-11,2.244558684e-1,0.000000000e0
661,3.038150825e-4,4.002323727e-11,2.255270242e-1,0.000000000e0
662,3.060558547e-4,4.002323727e-11,2.266018938e-1,0.000000000e0
663,3.097669513e-4,4.002323727e-11,2.276804854e-1,0.000000000e0
664,3.121656162e-4,4.002323727e-11,2.287628078e-1,0.000000000e0
665,3.146959288e-4,4.002323727e-11,2.298488686e-1,0.000000000e0
666,3.152898618e-4,4.002323727e-11,2.309386747e-1,0.000000000e0
667,3.177511742e-4,4.002323727e-11,2.320322342e-1,0.000000000e0
668,3.190935906e-4,4.002323727e-11,2.331295559e-1,0.000000000e0
669,3.216469556e-4,4.002323727e-11,2.342306474e-1,0.000000000e0
670,3.234074914e-4,4.002323727e-11,2.353355156e-1,0.000000000e0
671,3.219116059e-4,4.002323727e-11,2.364441686e-1,0.000000000e0
672,3.232681865e-4,4.002323727e-11,2.375566156e-1,0.000000000e0
673,3.258297175e-4,4.002323727e-11,2.386728639e-1,0.000000000e0
674,3.255478375e-4,4.002323727e-11,2.397929203e-1,0.000000000e0
675,3.261811656e-4,4.002323727e-11,2.409167933e-1,0.000000000e0
676,3.281101498e-4,4.002323727e-11,2.420444917e-1,0.000000000e0
677,3.296306502e-4,4.002323727e-11,2.431760232e-1,0.000000000e0
678,3.312581113e-4,4.002323727e-11,2.443113946e-1,0.000000000e0
679,3.322666446e-4,4.002323727e-11,2.454506141e-1,0.000000000e0
680,3.343520896e-4,4.002323727e-11,2.465936907e-1,0.000000000e0
681,3.373902972e-4,4.002323727e-11,2.477406320e-1,0.000000000e0
682,3.396534161e-4,4.002323727e-11,2.488914449e-1,0.000000000e0
683,3.410609422e-4,4.002323727e-11,2.500461378e-1,0.000000000e0
684,3.431733489e-4,4.002323727e-11,2.512047197e-1,0.000000000e0
685,3.436225942e-4,4.002323727e-11,2.523671980e-1,0.000000000e0
686,3.452709139e-4,4.002323727e-11,2.535335798e-1,4.732362513e-11
687,3.474777833e-4,4.002323727e-11,2.547038733e-1,1.821824285e-10
688,3.502890109e-4,4.002323727e-11,2.558780875e-1,3.879767735e-10
689,3.515776167e-4,4.002323727e-11,2.570562299e-1,6.495353639e-10
690,3.528932294e-4,4.002323727e-11,2.582383076e-1,9.518658350e-10
691,3.548693850e-4,4.002323727e-11,2.594243288e-1,1.398528489e-9
692,3.571709056e-4,4.002323727e-11,2.606143027e-1,2.176883104e-9
693,3.602755022e-4,4.002323727e-11,2.618082367e-1,3.357425790e-9
694,3.633629301e-4,4.002323727e-11,2.630061379e-1,4.915889250e-9
695,3.651151278e-4,4.002323727e-11,2.642080145e-1,6.920070346e-9
696,3.684274821e-4,4.002323727e-11,2.654138756e-1,9.472399245e-9
697,3.711137487e-4,4.002323727e-11,2.666237285e-1,1.273292220e-8
698,3.720403252e-4,4.002323727e-11,2.678375801e-1,1.696121037e-8
699,3.758025837e-4,4.002323727e-11,2.690554389e-1,2.228465907e-8
700,3.781997013e-4,4.002323727e-11,2.702773135e-1,2.882541336e-8
701,3.789682845e-4,4.002323727e-11,2.715032116e-1,3.665884863e-8
702,3.804217507e-4,4.002323727e-11,2.727331400e-1,4.597027387e-8
703,3.805120052e-4,4.002323727e-11,2.739671072e-1,5.696035496e-8
704,3.831485699e-4,4.002323727e-11,2.752051221e-1,6.977870344e-8
705,3.841587923e-4,4.002323727e-11,2.764471923e-1,8.438668094e-8
